lead_id,owner,source,created_at,appt_set,appt_show,qualified,proposal,closed_won,deal_size,cycle_days,tasks_overdue
666,Sam,Referral,2025-02-10 13:00:00,0,0,0,0,0,0.0,15,1
667,Jordan,Outbound,2025-02-23 00:00:00,0,0,0,0,0,0.0,10,0
668,Taylor,Inbound,2025-01-17 06:00:00,1,1,1,0,0,0.0,14,2
669,Taylor,Outbound,2025-02-08 08:00:00,0,0,0,0,0,0.0,15,0
670,Matt,Retail,2025-01-20 12:00:00,1,1,1,0,0,0.0,6,1
671,Taylor,Retail,2025-01-13 23:00:00,0,0,0,0,0,0.0,8,0
672,Sam,Outbound,2025-01-09 13:00:00,1,1,1,0,0,0.0,22,4
673,Sam,Retail,2025-02-22 20:00:00,1,1,1,1,0,0.0,2,0
674,Matt,Outbound,2025-01-01 01:00:00,1,1,1,1,0,0.0,24,0
675,Sam,Inbound,2025-02-28 03:00:00,0,0,0,0,0,0.0,24,2
676,Sam,Outbound,2025-02-08 21:00:00,1,0,0,0,0,0.0,7,0
677,Jordan,Inbound,2025-02-02 23:00:00,1,1,1,1,0,0.0,9,0
678,Matt,Retail,2025-03-11 05:00:00,0,0,0,0,0,0.0,6,0
679,Jordan,Retail,2025-02-18 11:00:00,0,0,0,0,0,0.0,14,1
680,Taylor,Retail,2025-03-08 00:00:00,1,1,0,0,0,0.0,6,0
681,Sam,Outbound,2025-03-05 20:00:00,0,0,0,0,0,0.0,20,1
682,Matt,Retail,2025-01-03 21:00:00,0,0,0,0,0,0.0,10,0
683,Taylor,Retail,2025-01-20 09:00:00,1,1,0,0,0,0.0,24,0
684,Taylor,Retail,2025-02-21 07:00:00,0,0,0,0,0,0.0,21,0
685,Matt,Retail,2025-03-29 19:00:00,1,1,0,0,0,0.0,11,0
686,Taylor,Outbound,2025-01-14 21:00:00,0,0,0,0,0,0.0,15,0
687,Jordan,Retail,2025-01-10 12:00:00,1,1,1,1,1,3642.0,21,0
688,Jordan,Events,2025-03-26 16:00:00,0,0,0,0,0,0.0,3,0
689,Jordan,Retail,2025-03-29 00:00:00,1,1,0,0,0,0.0,13,0
690,Sam,Outbound,2025-01-16 01:00:00,1,1,0,0,0,0.0,12,0
691,Taylor,Retail,2025-02-06 03:00:00,0,0,0,0,0,0.0,11,1
692,Sam,Retail,2025-02-26 09:00:00,1,1,1,1,0,0.0,4,0
693,Taylor,Referral,2025-01-18 13:00:00,0,0,0,0,0,0.0,21,1
694,Taylor,Events,2025-01-30 08:00:00,0,0,0,0,0,0.0,11,0
695,Matt,Referral,2025-02-05 13:00:00,0,0,0,0,0,0.0,12,1
696,Alex,Retail,2025-02-27 17:00:00,1,1,1,1,0,0.0,11,0
697,Sam,Retail,2025-01-28 17:00:00,0,0,0,0,0,0.0,13,1
698,Jordan,Outbound,2025-02-07 02:00:00,1,1,1,0,0,0.0,16,0
699,Matt,Retail,2025-01-27 01:00:00,1,1,1,0,0,0.0,19,0
700,Matt,Outbound,2025-03-10 08:00:00,0,0,0,0,0,0.0,14,0
701,Jordan,Inbound,2025-01-14 18:00:00,0,0,0,0,0,0.0,5,1
702,Sam,Inbound,2025-01-21 18:00:00,1,1,1,1,1,4035.0,27,0
703,Matt,Outbound,2025-01-23 11:00:00,1,1,1,1,1,5047.0,17,0
704,Matt,Outbound,2025-03-23 12:00:00,0,0,0,0,0,0.0,2,1
705,Matt,Retail,2025-03-27 00:00:00,0,0,0,0,0,0.0,2,0
706,Jordan,Retail,2025-02-15 00:00:00,1,1,1,1,0,0.0,19,0
707,Matt,Inbound,2025-01-15 01:00:00,0,0,0,0,0,0.0,10,1
708,Jordan,Inbound,2025-03-10 01:00:00,1,1,1,0,0,0.0,2,1
709,Jordan,Retail,2025-02-14 06:00:00,1,1,1,1,1,3908.0,27,0
710,Jordan,Retail,2025-03-18 11:00:00,0,0,0,0,0,0.0,8,0
711,Sam,Outbound,2025-02-02 09:00:00,0,0,0,0,0,0.0,24,0
712,Jordan,Outbound,2025-03-31 21:00:00,1,1,1,1,1,2328.0,34,0
713,Sam,Inbound,2025-03-14 15:00:00,1,0,0,0,0,0.0,3,1
714,Sam,Retail,2025-01-21 03:00:00,1,1,0,0,0,0.0,17,1
715,Taylor,Retail,2025-03-07 07:00:00,0,0,0,0,0,0.0,15,1
716,Sam,Inbound,2025-01-26 19:00:00,1,0,0,0,0,0.0,5,0
717,Jordan,Retail,2025-02-01 11:00:00,1,1,1,0,0,0.0,9,0
718,Jordan,Inbound,2025-01-23 12:00:00,0,0,0,0,0,0.0,13,4
719,Alex,Outbound,2025-03-03 09:00:00,1,0,0,0,0,0.0,5,0
720,Jordan,Retail,2025-01-24 15:00:00,0,0,0,0,0,0.0,18,0
721,Matt,Retail,2025-02-27 11:00:00,1,1,1,0,0,0.0,8,1
722,Taylor,Retail,2025-02-22 10:00:00,0,0,0,0,0,0.0,23,0
723,Taylor,Referral,2025-03-09 13:00:00,1,0,0,0,0,0.0,20,1
724,Matt,Inbound,2025-03-31 10:00:00,1,1,1,0,0,0.0,16,1
725,Sam,Retail,2025-01-01 19:00:00,1,0,0,0,0,0.0,4,2
726,Matt,Referral,2025-03-31 03:00:00,0,0,0,0,0,0.0,2,0
727,Sam,Inbound,2025-01-10 20:00:00,0,0,0,0,0,0.0,5,0
728,Matt,Inbound,2025-02-17 09:00:00,1,1,1,1,0,0.0,13,0
729,Jordan,Referral,2025-01-31 16:00:00,1,1,1,0,0,0.0,19,0
730,Sam,Retail,2025-02-27 12:00:00,0,0,0,0,0,0.0,5,1
731,Sam,Retail,2025-03-06 22:00:00,1,0,0,0,0,0.0,18,0
732,Jordan,Inbound,2025-03-19 09:00:00,1,0,0,0,0,0.0,3,0
733,Taylor,Retail,2025-02-06 04:00:00,0,0,0,0,0,0.0,8,1
734,Sam,Outbound,2025-03-25 23:00:00,1,1,1,0,0,0.0,15,0
735,Alex,Retail,2025-01-30 00:00:00,1,1,0,0,0,0.0,21,0
736,Sam,Retail,2025-01-19 08:00:00,1,0,0,0,0,0.0,19,0
737,Sam,Retail,2025-02-04 02:00:00,1,1,1,1,0,0.0,14,1
738,Alex,Retail,2025-02-17 13:00:00,1,1,1,0,0,0.0,2,1
739,Sam,Retail,2025-03-02 03:00:00,0,0,0,0,0,0.0,8,1
740,Taylor,Retail,2025-03-16 22:00:00,0,0,0,0,0,0.0,20,1
741,Taylor,Referral,2025-01-21 05:00:00,1,1,1,0,0,0.0,3,0
742,Sam,Retail,2025-01-28 06:00:00,0,0,0,0,0,0.0,18,1
743,Sam,Retail,2025-03-26 11:00:00,1,0,0,0,0,0.0,18,0
744,Alex,Retail,2025-02-09 13:00:00,0,0,0,0,0,0.0,19,0
745,Sam,Retail,2025-01-22 17:00:00,1,1,1,0,0,0.0,6,0
746,Alex,Retail,2025-03-30 16:00:00,0,0,0,0,0,0.0,7,0
747,Jordan,Inbound,2025-02-10 09:00:00,1,1,1,1,1,3908.0,22,0
748,Alex,Retail,2025-03-30 15:00:00,1,0,0,0,0,0.0,11,0
749,Alex,Referral,2025-03-24 17:00:00,1,1,0,0,0,0.0,14,0
750,Matt,Referral,2025-03-23 13:00:00,1,1,1,0,0,0.0,4,1
751,Taylor,Retail,2025-02-22 08:00:00,1,1,1,1,0,0.0,15,1
752,Matt,Retail,2025-03-13 20:00:00,0,0,0,0,0,0.0,7,0
753,Matt,Retail,2025-03-28 10:00:00,0,0,0,0,0,0.0,14,0
754,Taylor,Inbound,2025-01-25 05:00:00,1,1,1,0,0,0.0,8,2
755,Jordan,Retail,2025-01-04 09:00:00,0,0,0,0,0,0.0,23,1
756,Jordan,Referral,2025-01-29 21:00:00,0,0,0,0,0,0.0,9,1
757,Sam,Outbound,2025-02-27 07:00:00,0,0,0,0,0,0.0,22,1
758,Alex,Outbound,2025-02-19 06:00:00,0,0,0,0,0,0.0,6,0
759,Matt,Inbound,2025-01-08 06:00:00,0,0,0,0,0,0.0,3,0
760,Sam,Events,2025-02-20 11:00:00,1,1,0,0,0,0.0,6,0
761,Matt,Retail,2025-01-16 16:00:00,0,0,0,0,0,0.0,11,1
762,Jordan,Retail,2025-02-15 11:00:00,0,0,0,0,0,0.0,22,0
763,Taylor,Retail,2025-02-21 19:00:00,1,1,0,0,0,0.0,6,1
764,Taylor,Referral,2025-02-27 07:00:00,1,1,1,0,0,0.0,20,1
765,Alex,Inbound,2025-02-07 03:00:00,1,1,1,1,0,0.0,18,0
766,Sam,Outbound,2025-02-06 17:00:00,0,0,0,0,0,0.0,9,0
767,Sam,Retail,2025-03-03 01:00:00,1,1,1,1,1,3122.0,33,0
768,Jordan,Events,2025-03-09 10:00:00,0,0,0,0,0,0.0,23,0
769,Matt,Inbound,2025-03-14 16:00:00,0,0,0,0,0,0.0,18,0
770,Alex,Inbound,2025-01-31 00:00:00,0,0,0,0,0,0.0,7,0
771,Sam,Events,2025-02-08 04:00:00,1,0,0,0,0,0.0,22,0
772,Taylor,Retail,2025-01-30 18:00:00,0,0,0,0,0,0.0,11,1
773,Matt,Retail,2025-02-17 11:00:00,0,0,0,0,0,0.0,3,0
774,Sam,Inbound,2025-01-12 10:00:00,1,0,0,0,0,0.0,20,0
775,Taylor,Retail,2025-02-08 16:00:00,0,0,0,0,0,0.0,21,4
776,Taylor,Retail,2025-01-17 23:00:00,1,1,1,1,0,0.0,12,1
777,Jordan,Retail,2025-02-17 21:00:00,0,0,0,0,0,0.0,18,1
778,Matt,Retail,2025-03-18 13:00:00,1,1,1,1,0,0.0,7,0
779,Alex,Referral,2025-03-30 16:00:00,1,1,1,0,0,0.0,21,3
780,Taylor,Inbound,2025-02-10 03:00:00,1,0,0,0,0,0.0,10,0
781,Taylor,Retail,2025-01-06 01:00:00,1,1,1,0,0,0.0,8,0
782,Sam,Retail,2025-01-21 12:00:00,1,0,0,0,0,0.0,13,0
783,Matt,Retail,2025-01-10 10:00:00,0,0,0,0,0,0.0,8,0
784,Matt,Inbound,2025-03-10 08:00:00,1,1,1,0,0,0.0,16,0
785,Jordan,Referral,2025-03-30 14:00:00,1,1,0,0,0,0.0,19,1
786,Jordan,Referral,2025-02-19 20:00:00,0,0,0,0,0,0.0,11,2
787,Matt,Retail,2025-01-16 21:00:00,0,0,0,0,0,0.0,20,0
788,Sam,Retail,2025-01-02 21:00:00,1,1,0,0,0,0.0,11,0
789,Jordan,Inbound,2025-03-29 20:00:00,0,0,0,0,0,0.0,24,0
790,Matt,Inbound,2025-01-29 11:00:00,1,1,1,1,1,4694.0,38,1
791,Matt,Inbound,2025-01-11 01:00:00,0,0,0,0,0,0.0,18,0
792,Jordan,Outbound,2025-01-16 22:00:00,1,1,1,0,0,0.0,14,3
793,Sam,Inbound,2025-01-23 23:00:00,0,0,0,0,0,0.0,23,1
794,Taylor,Retail,2025-03-01 00:00:00,0,0,0,0,0,0.0,7,0
795,Jordan,Retail,2025-03-22 06:00:00,0,0,0,0,0,0.0,6,2
796,Alex,Retail,2025-01-25 18:00:00,0,0,0,0,0,0.0,21,0
797,Taylor,Retail,2025-03-03 20:00:00,0,0,0,0,0,0.0,22,0
798,Jordan,Retail,2025-01-06 20:00:00,1,1,1,0,0,0.0,19,2
799,Alex,Outbound,2025-01-01 21:00:00,0,0,0,0,0,0.0,12,0
800,Jordan,Retail,2025-01-05 22:00:00,0,0,0,0,0,0.0,11,1
801,Matt,Retail,2025-03-25 01:00:00,0,0,0,0,0,0.0,17,0
802,Alex,Inbound,2025-02-22 08:00:00,1,1,1,1,1,3330.0,39,2
803,Jordan,Outbound,2025-03-14 11:00:00,1,1,1,0,0,0.0,8,1
804,Taylor,Retail,2025-01-02 22:00:00,0,0,0,0,0,0.0,2,1
805,Sam,Outbound,2025-01-03 00:00:00,1,1,0,0,0,0.0,3,1
806,Sam,Referral,2025-03-18 09:00:00,1,1,0,0,0,0.0,9,0
807,Jordan,Inbound,2025-01-10 05:00:00,1,1,1,0,0,0.0,17,1
808,Matt,Outbound,2025-01-14 23:00:00,0,0,0,0,0,0.0,12,0
809,Alex,Retail,2025-02-16 16:00:00,1,0,0,0,0,0.0,16,0
810,Taylor,Referral,2025-02-24 14:00:00,1,1,1,0,0,0.0,12,2
811,Matt,Retail,2025-01-21 14:00:00,1,1,1,1,0,0.0,7,1
812,Taylor,Referral,2025-02-10 00:00:00,0,0,0,0,0,0.0,19,0
813,Sam,Inbound,2025-03-02 17:00:00,0,0,0,0,0,0.0,18,1
814,Alex,Retail,2025-02-09 20:00:00,1,1,0,0,0,0.0,24,1
815,Sam,Retail,2025-02-04 10:00:00,1,1,1,1,0,0.0,20,0
816,Taylor,Outbound,2025-01-07 11:00:00,0,0,0,0,0,0.0,10,1
817,Matt,Inbound,2025-02-10 16:00:00,1,1,1,1,1,2759.0,28,0
818,Matt,Retail,2025-03-14 05:00:00,0,0,0,0,0,0.0,10,0
819,Sam,Outbound,2025-02-26 09:00:00,1,1,1,1,0,0.0,22,0
820,Taylor,Referral,2025-03-22 08:00:00,0,0,0,0,0,0.0,16,0
821,Matt,Inbound,2025-01-12 08:00:00,1,1,0,0,0,0.0,21,1
822,Sam,Inbound,2025-01-01 23:00:00,0,0,0,0,0,0.0,8,1
823,Matt,Retail,2025-02-19 08:00:00,1,1,1,0,0,0.0,2,0
824,Sam,Outbound,2025-01-17 01:00:00,0,0,0,0,0,0.0,5,0
825,Sam,Retail,2025-02-23 11:00:00,0,0,0,0,0,0.0,14,2
826,Matt,Referral,2025-03-23 08:00:00,0,0,0,0,0,0.0,24,0
827,Sam,Retail,2025-01-31 08:00:00,1,1,1,0,0,0.0,16,2
828,Taylor,Inbound,2025-02-19 10:00:00,1,1,1,1,1,4070.0,35,0
829,Taylor,Retail,2025-03-03 08:00:00,0,0,0,0,0,0.0,12,1
830,Matt,Retail,2025-01-14 12:00:00,0,0,0,0,0,0.0,24,1
831,Alex,Outbound,2025-03-22 18:00:00,1,1,1,0,0,0.0,23,1
832,Alex,Inbound,2025-01-19 06:00:00,1,1,1,1,1,3530.0,22,1
833,Jordan,Inbound,2025-03-14 17:00:00,1,1,1,1,0,0.0,21,0
834,Matt,Events,2025-03-01 09:00:00,0,0,0,0,0,0.0,2,1
835,Taylor,Events,2025-01-13 16:00:00,0,0,0,0,0,0.0,15,0
836,Sam,Referral,2025-03-07 05:00:00,0,0,0,0,0,0.0,12,1
837,Taylor,Retail,2025-01-18 16:00:00,0,0,0,0,0,0.0,8,1
838,Matt,Inbound,2025-02-23 22:00:00,1,1,1,1,1,3012.0,13,2
839,Matt,Referral,2025-03-28 08:00:00,1,1,1,1,1,4467.0,34,0
840,Taylor,Retail,2025-03-27 18:00:00,1,1,1,1,1,3380.0,36,1
841,Alex,Retail,2025-03-20 09:00:00,0,0,0,0,0,0.0,5,0
842,Sam,Outbound,2025-02-14 11:00:00,1,1,1,1,1,4333.0,18,1
843,Taylor,Inbound,2025-02-20 08:00:00,1,1,1,1,1,5428.0,7,0
844,Matt,Inbound,2025-01-28 00:00:00,1,1,1,1,0,0.0,3,1
845,Matt,Events,2025-03-24 21:00:00,1,0,0,0,0,0.0,8,0
846,Matt,Inbound,2025-02-12 22:00:00,0,0,0,0,0,0.0,19,0
847,Matt,Retail,2025-03-11 10:00:00,1,1,1,0,0,0.0,22,0
848,Matt,Retail,2025-02-02 08:00:00,1,1,1,1,0,0.0,20,2
849,Taylor,Retail,2025-03-08 15:00:00,0,0,0,0,0,0.0,13,0
850,Sam,Retail,2025-01-21 04:00:00,1,1,0,0,0,0.0,17,0
851,Taylor,Outbound,2025-03-08 00:00:00,1,1,1,0,0,0.0,23,0
852,Taylor,Referral,2025-01-05 03:00:00,1,1,0,0,0,0.0,3,1
853,Taylor,Retail,2025-01-10 10:00:00,0,0,0,0,0,0.0,22,0
854,Alex,Retail,2025-02-01 16:00:00,1,1,1,1,0,0.0,18,2
855,Alex,Referral,2025-02-13 09:00:00,0,0,0,0,0,0.0,10,1
856,Taylor,Retail,2025-03-06 00:00:00,0,0,0,0,0,0.0,12,0
857,Alex,Inbound,2025-02-02 07:00:00,0,0,0,0,0,0.0,12,0
858,Matt,Inbound,2025-01-02 15:00:00,1,1,1,1,0,0.0,5,2
859,Sam,Outbound,2025-01-30 06:00:00,0,0,0,0,0,0.0,7,1
860,Taylor,Retail,2025-02-09 12:00:00,1,1,1,1,0,0.0,8,0
861,Taylor,Outbound,2025-02-18 22:00:00,1,1,1,1,0,0.0,2,0
862,Taylor,Retail,2025-02-27 23:00:00,1,1,0,0,0,0.0,13,0
863,Matt,Inbound,2025-01-23 06:00:00,1,1,1,1,0,0.0,12,3
864,Sam,Retail,2025-02-24 22:00:00,1,1,0,0,0,0.0,9,0
865,Taylor,Inbound,2025-02-26 20:00:00,1,0,0,0,0,0.0,6,1
866,Sam,Inbound,2025-03-11 21:00:00,1,1,1,1,0,0.0,24,0
867,Taylor,Retail,2025-02-16 23:00:00,1,1,1,0,0,0.0,17,1
868,Taylor,Retail,2025-03-14 22:00:00,0,0,0,0,0,0.0,12,1
869,Jordan,Retail,2025-01-20 22:00:00,0,0,0,0,0,0.0,18,0
870,Matt,Retail,2025-03-06 01:00:00,1,1,1,1,0,0.0,10,0
871,Jordan,Retail,2025-01-05 03:00:00,0,0,0,0,0,0.0,6,0
872,Alex,Referral,2025-01-10 06:00:00,1,1,1,1,0,0.0,17,0
873,Matt,Retail,2025-03-19 19:00:00,1,1,1,1,0,0.0,19,0
874,Matt,Outbound,2025-02-12 18:00:00,1,1,1,1,0,0.0,16,1
875,Sam,Events,2025-02-25 21:00:00,1,0,0,0,0,0.0,15,0
876,Jordan,Retail,2025-02-24 07:00:00,1,1,1,1,0,0.0,2,0
877,Jordan,Outbound,2025-03-04 12:00:00,1,1,1,1,0,0.0,16,1
878,Sam,Referral,2025-01-23 02:00:00,1,0,0,0,0,0.0,16,0
879,Jordan,Inbound,2025-01-17 01:00:00,1,1,1,0,0,0.0,11,0
880,Sam,Retail,2025-01-04 19:00:00,1,1,1,1,0,0.0,7,0
881,Matt,Retail,2025-03-19 19:00:00,1,1,1,1,0,0.0,24,1
882,Taylor,Retail,2025-01-21 02:00:00,1,0,0,0,0,0.0,10,0
883,Jordan,Inbound,2025-02-21 18:00:00,1,1,1,0,0,0.0,8,1
884,Matt,Events,2025-02-10 22:00:00,1,1,1,0,0,0.0,18,1
885,Taylor,Events,2025-01-15 14:00:00,1,0,0,0,0,0.0,13,1
886,Sam,Retail,2025-02-07 06:00:00,1,1,0,0,0,0.0,14,0
887,Matt,Outbound,2025-01-08 11:00:00,1,0,0,0,0,0.0,16,0
888,Matt,Retail,2025-01-16 21:00:00,0,0,0,0,0,0.0,10,1
889,Matt,Referral,2025-01-13 13:00:00,1,0,0,0,0,0.0,5,2
890,Alex,Retail,2025-03-16 04:00:00,1,1,0,0,0,0.0,5,0
891,Matt,Referral,2025-02-21 01:00:00,1,1,1,0,0,0.0,23,0
892,Sam,Referral,2025-03-25 07:00:00,0,0,0,0,0,0.0,13,2
893,Jordan,Retail,2025-02-09 05:00:00,0,0,0,0,0,0.0,11,0
894,Taylor,Retail,2025-01-19 02:00:00,0,0,0,0,0,0.0,9,1
895,Sam,Referral,2025-02-24 18:00:00,0,0,0,0,0,0.0,18,0
896,Sam,Retail,2025-03-25 15:00:00,1,1,1,0,0,0.0,22,0
897,Jordan,Inbound,2025-02-17 22:00:00,0,0,0,0,0,0.0,19,0
898,Matt,Referral,2025-01-02 14:00:00,1,1,1,0,0,0.0,14,2
899,Matt,Inbound,2025-01-28 07:00:00,0,0,0,0,0,0.0,12,0
900,Sam,Retail,2025-03-25 05:00:00,1,1,0,0,0,0.0,21,1
901,Matt,Retail,2025-02-16 15:00:00,1,1,1,0,0,0.0,21,0
902,Matt,Retail,2025-03-27 16:00:00,0,0,0,0,0,0.0,10,0
903,Alex,Events,2025-02-15 20:00:00,1,1,1,1,1,2524.0,37,2
904,Taylor,Retail,2025-01-02 02:00:00,0,0,0,0,0,0.0,21,0
905,Jordan,Retail,2025-03-20 13:00:00,1,1,0,0,0,0.0,21,1
906,Sam,Retail,2025-03-10 16:00:00,0,0,0,0,0,0.0,3,1
907,Jordan,Events,2025-03-06 08:00:00,0,0,0,0,0,0.0,4,0
908,Matt,Retail,2025-03-29 07:00:00,1,0,0,0,0,0.0,8,0
909,Alex,Referral,2025-01-18 15:00:00,0,0,0,0,0,0.0,19,0
910,Matt,Outbound,2025-03-23 12:00:00,0,0,0,0,0,0.0,3,0
911,Sam,Referral,2025-01-21 22:00:00,0,0,0,0,0,0.0,3,1
912,Matt,Events,2025-03-29 08:00:00,1,1,1,1,1,3477.0,37,1
913,Alex,Referral,2025-01-18 05:00:00,1,0,0,0,0,0.0,6,0
914,Taylor,Referral,2025-02-19 12:00:00,0,0,0,0,0,0.0,23,0
915,Jordan,Retail,2025-03-13 00:00:00,1,1,1,1,1,4011.0,9,0
916,Jordan,Outbound,2025-01-08 00:00:00,1,1,0,0,0,0.0,18,0
917,Jordan,Inbound,2025-01-07 00:00:00,1,1,0,0,0,0.0,8,2
918,Sam,Inbound,2025-03-18 11:00:00,0,0,0,0,0,0.0,16,1
919,Alex,Referral,2025-01-06 10:00:00,1,1,0,0,0,0.0,19,0
920,Sam,Events,2025-02-25 05:00:00,0,0,0,0,0,0.0,14,1
921,Taylor,Outbound,2025-03-26 10:00:00,0,0,0,0,0,0.0,21,0
922,Jordan,Inbound,2025-02-25 07:00:00,1,0,0,0,0,0.0,15,2
923,Jordan,Inbound,2025-02-13 06:00:00,1,1,1,0,0,0.0,9,0
924,Matt,Retail,2025-02-07 13:00:00,0,0,0,0,0,0.0,16,1
925,Alex,Retail,2025-02-27 10:00:00,1,1,1,1,0,0.0,23,2
926,Taylor,Retail,2025-02-21 11:00:00,0,0,0,0,0,0.0,21,1
927,Jordan,Retail,2025-02-15 03:00:00,0,0,0,0,0,0.0,13,1
928,Alex,Retail,2025-01-14 19:00:00,0,0,0,0,0,0.0,15,0
929,Jordan,Outbound,2025-03-01 15:00:00,1,1,0,0,0,0.0,24,0
930,Jordan,Retail,2025-03-08 13:00:00,0,0,0,0,0,0.0,19,1
931,Jordan,Referral,2025-03-05 19:00:00,0,0,0,0,0,0.0,13,1
932,Sam,Inbound,2025-01-07 18:00:00,1,1,1,1,1,3013.0,42,0
933,Alex,Retail,2025-03-05 06:00:00,0,0,0,0,0,0.0,22,0
934,Sam,Retail,2025-03-07 16:00:00,0,0,0,0,0,0.0,24,1
935,Jordan,Retail,2025-01-17 12:00:00,0,0,0,0,0,0.0,3,1
936,Taylor,Events,2025-03-18 09:00:00,1,1,1,1,1,2979.0,37,0
937,Matt,Retail,2025-02-17 03:00:00,1,1,1,1,1,3931.0,11,1
938,Matt,Inbound,2025-02-12 12:00:00,1,1,0,0,0,0.0,10,0
939,Jordan,Referral,2025-03-07 01:00:00,1,1,1,0,0,0.0,5,1
940,Jordan,Events,2025-02-15 21:00:00,1,1,1,0,0,0.0,22,3
941,Sam,Retail,2025-02-19 00:00:00,0,0,0,0,0,0.0,23,0
942,Jordan,Retail,2025-01-29 02:00:00,1,1,1,1,0,0.0,6,1
943,Taylor,Retail,2025-03-25 12:00:00,0,0,0,0,0,0.0,21,2
944,Jordan,Retail,2025-03-29 06:00:00,1,1,0,0,0,0.0,5,0
945,Matt,Retail,2025-01-12 17:00:00,1,1,1,1,0,0.0,20,1
946,Matt,Inbound,2025-03-07 23:00:00,1,0,0,0,0,0.0,10,0
947,Taylor,Referral,2025-01-03 02:00:00,1,1,1,1,1,4453.0,41,1
948,Matt,Inbound,2025-02-03 05:00:00,0,0,0,0,0,0.0,11,0
949,Taylor,Inbound,2025-03-29 07:00:00,0,0,0,0,0,0.0,20,1
950,Alex,Retail,2025-01-16 17:00:00,0,0,0,0,0,0.0,23,0
951,Matt,Outbound,2025-02-03 22:00:00,1,1,1,1,0,0.0,4,2
952,Alex,Inbound,2025-01-20 18:00:00,0,0,0,0,0,0.0,21,0
953,Sam,Referral,2025-03-07 12:00:00,1,0,0,0,0,0.0,8,1
954,Jordan,Referral,2025-02-11 18:00:00,0,0,0,0,0,0.0,12,1
955,Sam,Retail,2025-02-23 09:00:00,1,1,1,1,1,3329.0,8,0
956,Sam,Retail,2025-03-26 19:00:00,1,1,1,1,0,0.0,24,1
957,Jordan,Retail,2025-02-16 21:00:00,1,0,0,0,0,0.0,20,1
958,Sam,Retail,2025-03-08 01:00:00,1,0,0,0,0,0.0,16,1
959,Taylor,Referral,2025-01-09 19:00:00,1,1,1,0,0,0.0,18,2
960,Jordan,Retail,2025-01-20 08:00:00,0,0,0,0,0,0.0,22,0
961,Matt,Outbound,2025-03-27 05:00:00,0,0,0,0,0,0.0,5,2
962,Jordan,Inbound,2025-03-19 08:00:00,0,0,0,0,0,0.0,7,0
963,Taylor,Retail,2025-03-01 02:00:00,1,1,1,1,0,0.0,2,1
964,Alex,Retail,2025-02-04 00:00:00,0,0,0,0,0,0.0,13,1
965,Taylor,Outbound,2025-01-18 23:00:00,1,1,1,0,0,0.0,13,0
966,Jordan,Outbound,2025-03-18 15:00:00,1,1,1,1,0,0.0,2,1
967,Sam,Retail,2025-03-12 16:00:00,1,1,1,0,0,0.0,17,1
968,Alex,Retail,2025-01-22 18:00:00,1,1,1,1,0,0.0,2,0
969,Taylor,Outbound,2025-02-23 02:00:00,0,0,0,0,0,0.0,20,0
970,Matt,Retail,2025-02-25 16:00:00,1,1,1,0,0,0.0,18,0
971,Alex,Referral,2025-02-12 23:00:00,1,0,0,0,0,0.0,20,2
972,Jordan,Retail,2025-03-25 09:00:00,0,0,0,0,0,0.0,4,0
973,Jordan,Retail,2025-01-12 04:00:00,1,1,1,1,0,0.0,22,0
974,Jordan,Inbound,2025-01-24 05:00:00,0,0,0,0,0,0.0,14,0
975,Matt,Inbound,2025-01-09 13:00:00,1,1,1,0,0,0.0,21,1
976,Alex,Inbound,2025-03-04 08:00:00,0,0,0,0,0,0.0,18,0
977,Matt,Retail,2025-02-27 23:00:00,0,0,0,0,0,0.0,17,0
978,Jordan,Events,2025-03-30 20:00:00,0,0,0,0,0,0.0,2,0
979,Alex,Inbound,2025-02-18 19:00:00,0,0,0,0,0,0.0,17,1
980,Jordan,Inbound,2025-01-14 13:00:00,0,0,0,0,0,0.0,12,1
981,Jordan,Retail,2025-02-10 13:00:00,0,0,0,0,0,0.0,21,1
982,Sam,Retail,2025-01-08 22:00:00,1,1,1,1,1,3603.0,27,1
983,Jordan,Inbound,2025-03-02 09:00:00,1,1,1,0,0,0.0,3,0
984,Sam,Retail,2025-03-02 16:00:00,0,0,0,0,0,0.0,22,1
985,Jordan,Inbound,2025-03-19 04:00:00,1,1,1,0,0,0.0,3,0
986,Sam,Retail,2025-01-31 13:00:00,1,1,1,1,1,2622.0,43,0
987,Sam,Events,2025-01-28 21:00:00,1,1,1,1,0,0.0,6,0
988,Alex,Inbound,2025-01-07 09:00:00,1,1,1,1,0,0.0,24,2
989,Alex,Referral,2025-02-07 08:00:00,1,0,0,0,0,0.0,5,2
990,Sam,Inbound,2025-02-12 18:00:00,0,0,0,0,0,0.0,21,0
991,Alex,Retail,2025-03-09 21:00:00,0,0,0,0,0,0.0,7,0
992,Jordan,Outbound,2025-03-09 20:00:00,0,0,0,0,0,0.0,16,3
993,Matt,Inbound,2025-01-13 14:00:00,1,1,0,0,0,0.0,4,0
994,Jordan,Outbound,2025-01-26 15:00:00,1,1,1,0,0,0.0,11,1
995,Jordan,Retail,2025-02-16 00:00:00,0,0,0,0,0,0.0,16,1
996,Sam,Inbound,2025-01-31 03:00:00,1,1,1,1,1,3638.0,27,0
997,Jordan,Referral,2025-01-03 07:00:00,0,0,0,0,0,0.0,22,2
998,Alex,Inbound,2025-03-18 02:00:00,1,1,1,0,0,0.0,20,0
